{adid},{idfa},{android_id},{idfv},{gps_adid},{tracker_name},{is_organic},{created_at},{network_name},{campaign_name},{adgroup_name},{creative_name},{revenue_usd},{uninstalled_at},{last_session_time}
b32ae1af04eec8db6c1e5c9b5c3ab593,6DA19AD1-801E-49B6-BCEF-F3FF6676AD38,,CAC41D1C-D9A2-48CC-B5CD-578BDBF19B81,,Snapchat Installs::Expired Attributions,0,1600692846,Snapchat Installs,Expired Attributions,,,,,1598259071
b32ae1af04eec8db6c1e5c9b5c3ab593,6DA19AD1-801E-49B6-BCEF-F3FF6676AD38,,CAC41D1C-D9A2-48CC-B5CD-578BDBF19B81,,Snapchat Installs::Expired Attributions,0,1598259071,Snapchat Installs,Expired Attributions,,,,,1594533229
3446cc92f2f041293c85a4411a297313,DDE10828-0E86-4998-BC55-203B29DF1564,,7874D5B0-2F25-40B6-BAE3-660362D47A70,,Organic,1,1600692847,Organic,,,,,,1600684074
884e67971b3db376220abb5a2545bde3,2859D86E-84E5-40FC-B870-7D362FB445D4,,662E3CDD-B00C-4267-B4A0-2961EF44E4E4,,Organic,1,1600692847,Organic,,,,,,1600610891
e843461487405f4187d5065d586aa71d,,,,23cb8c9d-390f-4ce6-949c-b8a77c95a96d,Organic,1,1600692847,Organic,,,,,,1600687332
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692878,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692879,SC RE,VIP_Baloot_I_M_RE,,,,,
fdfa68583174a3732b6279ca145cdb9c,,,,9eb11cfd-6cdd-4567-8ccf-431a5601fb78,Organic,1,1600692851,Organic,,,,,,1600632095
1c184818f0ecb6bd77805d01116ff5ca,,,,dcdb9a80-d012-4313-a73f-b923eb7df6a2,Organic,1,1600692851,Organic,,,,,,1600664468
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692881,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692880,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692882,SC RE,VIP_Baloot_I_M_RE,,,,,
77ec919988b8fdc5b38ade0b8419cdd5,,,,f50ba8cf-790d-44f3-bd6d-af2315d713c0,Organic,1,1600692851,Organic,,,,,,1600546470
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692882,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692882,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692882,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692883,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692882,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692885,SC RE,VIP_Baloot_I_M_RE,,,,,
0543e52379262bef03b9e0f4169e95e3,,,,d38053f3-1a01-445d-a55f-d772e77ae042,Organic,1,1600692853,Organic,,,,,,1600687343
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692885,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692885,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692886,SC RE,VIP_Baloot_I_M_RE,,,,,
507cdf409d82df3fd3b4fd56c36102d3,CEDCB29B-6A9C-4CC5-AD99-6915384778AA,,C8C7A20E-D6E3-48AD-B24A-F35ECADF07EC,,Organic,1,1600692855,Organic,,,,,,1600671241
08d88044bd9973f5d8de1a50a42b4409,25196558-61F4-458D-A6DD-49DEC6B1D869,,0CC80776-C7FD-4107-A481-732D12B6F38A,,Organic,1,1600692857,Organic,,,,,,1600636688
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692887,SC RE,VIP_Baloot_I_M_RE,,,,,
a4b52e28945d28d23c9679a2c58213be,,,,aed04ade-0d64-462a-b958-d8e87ca82004,Organic,1,1600692856,Organic,,,,,,1600684883
332c9924c401e0795a105e6f2cd99a2f,,,,e791fd14-605f-4827-b066-d68b44a50341,Organic,1,1600692856,Organic,,,,,,1600682438
16be1c796655d47153cba600bf185550,C16A1A3C-0AA7-4BB6-B09D-572067C84F44,,D056B9AE-2F7E-4055-B764-085D9B68B7F4,,TikTok::VIP Baloot_I_M_AppInstall&1642937634074630::1399_SAXX_XX_XX_Broad1&1642937634686981-TikTok::1642987550623750&1642987550623750,0,1600692857,TikTok,VIP Baloot_I_M_AppInstall&1642937634074630,1399_SAXX_XX_XX_Broad1&1642937634686981-TikTok,1642987550623750&1642987550623750,,,1600647508
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692888,SC RE,VIP_Baloot_I_M_RE,,,,,
032b4e8e0b5a5783328f09e5cfe8b625,A46A7547-6DB7-4C49-9792-3E7D9B3D9FD8,,9DD52272-CE45-489B-A0CB-016A4E89B749,,Organic,1,1600692857,Organic,,,,,,1600689748
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692888,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692887,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692888,SC RE,VIP_Baloot_I_M_RE,,,,,
5ad15a6694506a583cd1d07b247e5c27,1441F9F7-E499-419B-B6CE-4B45E1222456,,798DF06A-B9EA-44AF-933C-869A580F56FB,,Organic,1,1600692859,Organic,,,,,,1600688862
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692889,SC RE,VIP_Baloot_I_M_RE,,,,,
d0958be2724890ff4ddc3ff145bf1bfe,801ECA80-8E3D-41B1-9873-DDD0ACBB0F1D,,88D713D8-D584-43CF-978E-9D9F70A66DF8,,Organic,1,1600692859,Organic,,,,,,1600677884
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692890,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692889,SC RE,VIP_Baloot_I_M_RE,,,,,
f380253d73d9bf98e689cc9a5ac57e6f,3051D5D5-25FF-429B-9C5A-ABC240A1D072,,C15F585D-0510-4ECE-B85A-A50C7D7A9498,,Apple Search Ads::Baloot - Kuwait (382968556)::Generic (383232396)::بلوت (422517670),0,1600692860,Apple Search Ads,Baloot - Kuwait (382968556),Generic (383232396),بلوت (422517670),,,1600631451
412cd5f88f5718e02d9de5f013554d64,,,,26215e53-0d07-43a5-87e9-bd0c4513c8ae,Organic,1,1600692859,Organic,,,,,,1600658319
a958c985566ee84580c2e44208a525f8,1BE6CD57-CA2A-4243-8815-1A734293824F,,D88E7B5A-3E71-44B9-9070-2DDC037FD1EF,,Organic,1,1600692861,Organic,,,,,,1600643285
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692891,SC RE,VIP_Baloot_I_M_RE,,,,,
16d5d402c13881e1055f9ea4ad87513c,363F88B3-DE0C-417D-898A-DB55B557D04F,,1CEFF90A-2A57-4025-815D-C39768613C42,,Organic,1,1600692862,Organic,,,,,,1600630991
,,,,,Speakol::VIP Baloot_I_AppInstall_SA::1399_SA_XX_XX_Broad,,1600692892,Speakol,VIP Baloot_I_AppInstall_SA,1399_SA_XX_XX_Broad,,,,
78359a1bdc4def5934204f60309663ea,D3AAABB0-D730-439A-A4F7-5E543CC866E0,,5FB37888-322B-4FB1-8933-F18349587B99,,Organic,1,1600692861,Organic,,,,,,1600640362
20e77da7d47d299552daac062025dc76,,,,3378afdf-d005-4b91-94bf-7802e9686d3b,Google Ads UAC::VIP Baloot_A_SAXX_V3_02/June - $54.00 (10094310236)::Search::GoogleSearch,0,1600692862,Google Ads UAC,VIP Baloot_A_SAXX_V3_02/June - $54.00 (10094310236),Search,GoogleSearch,,,1600690011
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692894,SC RE,VIP_Baloot_I_M_RE,,,,,
c4a23ad7e3ee4d1b173f34f3d81d6714,,,,bf4b088c-2135-49dc-9a8b-fab70fc5eba8,Organic,1,1600692863,Organic,,,,,,1600687893
520fa27f9a1b83feac0c1b49c3079ab9,,,,7c0dedc3-0dde-4c80-9c07-a557e42eba41,Organic,1,1600692864,Organic,,,,,,1600630892
edbffbb02fab212f1e082db10d0ca23e,12E268AE-4DE9-47A1-AD76-93B00DFB2318,,07A30AC9-7DA7-4AEE-8B3E-BA58A81F92A8,,Organic,1,1600692865,Organic,,,,,,1600013439
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692895,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692895,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692895,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692895,SC RE,VIP_Baloot_I_M_RE,,,,,
7e8cd5671e8593fbf2cfc8999aa9f09c,69FD6D3F-801C-4BEE-A4AC-DB442D848B85,,CBE85E00-FD5A-4E36-A47A-941B4DCCCAD4,,Imported Devices,0,1600692866,Imported Devices,,,,,,1600676092
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692896,SC RE,VIP_Baloot_I_M_RE,,,,,
7c93da6e1c8301b7933d5845daf6fe03,,,,9329821f-410e-4e1c-97db-80b42bb5306b,Organic,1,1600692866,Organic,,,,,,1600644915
a5713fe42fe13c899d007a4d2890c29a,,,,c531ee29-5c3e-448d-b37d-7fe44e68f34e,Google Ads UAC::VIP Baloot_A_SAXX_V3_11/August - $55.00 (10811056234)::Search::GoogleSearch,0,1600692866,Google Ads UAC,VIP Baloot_A_SAXX_V3_11/August - $55.00 (10811056234),Search,GoogleSearch,,,1600445104
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692899,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692898,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692898,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692898,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692899,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692900,SC RE,VIP_Baloot_I_M_RE,,,,,
2262dca9d6524070d2dc60a436acee81,,,,aee6fde0-9d0b-46cf-931a-e941d196cfa4,Imported Devices,0,1600692871,Imported Devices,,,,,,1600676445
ca0c61481900dc79c6d3fb16b2e4b5d8,,,,0edc0920-f10b-47f9-9b9d-622b403ff840,Organic,1,1600692871,Organic,,,,,,1600686905
4fac09ec89b0c3a92df40b6ef3200856,06897F5C-D930-4B83-915A-A7D5B433D48D,,A6155346-A8A5-4B31-89E6-AD0956B95285,,Organic,1,1600692873,Organic,,,,,,1600678480
621dd0325629badb6955fd029784a89f,8087C679-7AB9-4757-82C3-3CC81ECE4835,,E9CEA82F-A602-49AD-B485-8D6E07E510A7,,Imported Devices,0,1600690753,Imported Devices,,,,,,1600632788
6de0fd2c65fb8991c056deb41a0f6dfa,,,,470f1be0-943e-43b6-a328-33e364694990,Snapchat Installs::VIP Baloot (08af12f4-e7da-4cca-ad84-0e9f1d981798)::Influencers - Android (e301f003-612d-4a7f-8ff1-aaefa7599fdd)::Qretim - Android (d0f77588-d0df-4ca9-8d56-80b74527d890),0,1600692873,Snapchat Installs,VIP Baloot (08af12f4-e7da-4cca-ad84-0e9f1d981798),Influencers - Android (e301f003-612d-4a7f-8ff1-aaefa7599fdd),Qretim - Android (d0f77588-d0df-4ca9-8d56-80b74527d890),,,1600687148
35cc631d9ab1589432e4a3b5560ccd8f,B2325942-5DCC-419A-AB45-B73685EB0C6C,,40438F43-F467-494B-85C8-C723D4AE6A04,,Organic,1,1600692873,Organic,,,,,,1600640823
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692904,SC RE,VIP_Baloot_I_M_RE,,,,,
8cb5d64a9d423005d2a710b830cc2d42,,,,a7656a10-83d1-4de6-950e-c8e0e50c36a2,Organic,1,1600692874,Organic,,,,,,1600650318
e2e83fac92e7cb3c5b2e995b7da163c1,,,,c0877b34-a3af-4dba-94af-07d6972ec376,Google Ads UAC::VIP Baloot_A_SAXX_V3_02/June - $54.00 (10094310236)::Search::GoogleSearch,0,1600692873,Google Ads UAC,VIP Baloot_A_SAXX_V3_02/June - $54.00 (10094310236),Search,GoogleSearch,,,1600656173
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692903,SC RE,VIP_Baloot_I_M_RE,,,,,
0585277f4c1eff449cdd9f13e75176dd,,,,b070f66b-6286-4c2f-828b-d07acfcae682,Organic,1,1600692872,Organic,,,,,,1600621236
27bc058a16b2f883958bbd738dfa6251,1B34E909-2778-4345-AAD8-F9179D9A5D5E,,1DD2A571-991F-4A72-959B-80A0FB4E16DE,,Organic,1,1600692873,Organic,,,,,,1600634374
621dd0325629badb6955fd029784a89f,8087C679-7AB9-4757-82C3-3CC81ECE4835,,E9CEA82F-A602-49AD-B485-8D6E07E510A7,,Imported Devices,0,1600692722,Imported Devices,,,,,,1600690753
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692904,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692904,SC RE,VIP_Baloot_I_M_RE,,,,,
5b3c6159f8d69b0d11cbd397691e3050,4A3B4AF4-FBBA-47C4-A638-AE0113A8406D,,851D615F-BDA8-4847-BFF5-FF9CFD36635F,,Organic,1,1600692875,Organic,,,,,,1600651028
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692905,SC RE,VIP_Baloot_I_M_RE,,,,,
e79926280631d9427b7a31b5db8b9f52,502AF410-9913-41EE-97D2-92B428F0581E,,8DE5F714-74E1-41EF-981F-5042A7690D62,,Organic,1,1600692875,Organic,,,,,,1600684001
595792a04645783b672ca8455f27305a,AE3AC102-9681-452F-BC8C-02613C204BB9,,F8C3D8FB-7B9A-40DD-8EF4-F1E3CA5005B6,,Organic,1,1600692876,Organic,,,,,,1600595326
eafd9bb03c3d0b02f6cb8ca5e73290be,,,,90c8f8e7-f878-46cb-a673-5834f6a79066,Organic,1,1600692875,Organic,,,,,,1600686107
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692908,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692908,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692909,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,Speakol::VIP Baloot_I_AppInstall_SA::1399_SA_XX_XX_Broad,,1600692908,Speakol,VIP Baloot_I_AppInstall_SA,1399_SA_XX_XX_Broad,,,,
,,,,,Speakol::VIP Baloot_I_AppInstall_SA::1399_SA_XX_XX_Broad,,1600692909,Speakol,VIP Baloot_I_AppInstall_SA,1399_SA_XX_XX_Broad,,,,
19c60d13e5b2548c44fedd3647fe2198,,,,5fa38705-817b-48d7-b6de-b1ddf1c5c49d,Organic,1,1600692877,Organic,,,,,,1600671100
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692909,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692909,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692909,SC RE,VIP_Baloot_I_M_RE,,,,,
8d2eda802137ea4482bc9531eb721c36,F6F47412-20CB-47B7-8663-421EF20DDA6A,,8C4AB432-6104-44CD-9D49-8218FC7A6596,,Organic,1,1600692880,Organic,,,,,,1600679038
cb9d7df3cbec9d8aff94ad40243d74fe,3F85FBC1-FEE4-445B-A9BF-034629A31D51,,38C1ABFA-165E-49A7-9880-B94DF4F4035B,,Apple Search Ads::VIP Baloot_I_Both_GCC_RT (445351422)::1399_GCCXX_XX_RU (445455484)::vip بلوت (445458604),0,1600692880,Apple Search Ads,VIP Baloot_I_Both_GCC_RT (445351422),1399_GCCXX_XX_RU (445455484),vip بلوت (445458604),,,1600641441
caf60cd5e66c42ff4ef8a02616bb4241,CEB5D956-E472-4F4F-8CC7-71FAD2BB0783,,8209A49D-F551-4182-8798-14BCE50C3047,,Organic,1,1600692879,Organic,,,,,,1600667016
668e4c2e206d98271bb4cf9d784d00aa,,,,988a0284-a24d-49be-85ce-07b2321e5991,Imported Devices,0,1600692879,Imported Devices,,,,,,1600687417
26b790d12643064749e6292408f8e3e1,44249C82-1E31-43CC-957A-7786025FABD1,,86CD2055-82C6-4E56-8805-F3C2E7231AD2,,Organic,1,1600692880,Organic,,,,,,1600682578
92c0192cb4631f780aa313e7e8ed6892,8C06CEC1-70BC-4F45-B75D-8DEDD0B9D05B,,A2C76320-2AD4-451C-91E4-3A80319C09C3,,Apple Search Ads::VIP Baloot_I_Both_GCC_RT (445351422)::1399_GCCXX_XX_RU (445455484)::كملنا (445458379),0,1600692881,Apple Search Ads,VIP Baloot_I_Both_GCC_RT (445351422),1399_GCCXX_XX_RU (445455484),كملنا (445458379),,,1600686606
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692912,SC RE,VIP_Baloot_I_M_RE,,,,,
31925fc68737620658850dc747d660ff,28AB7BFC-742B-455C-B609-3FACC37C8658,,932349A4-C6D5-4F4A-93A0-CF4E7255D7FE,,Apple Search Ads::Baloot - SA (264531852)::Exact Match (264531755)::بلوت vip,0,1600692882,Apple Search Ads,Baloot - SA (264531852),Exact Match (264531755),بلوت vip,,,1600636679
996fd4c0c87ec05e51977e501a9c80b3,044AE828-DDFD-4B37-A70B-FAE4BE17F05D,,256C7119-41BA-409C-84BE-EC8F2991363E,,Organic,1,1600692883,Organic,,,,,,1600690880
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692912,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692912,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692912,SC RE,VIP_Baloot_I_M_RE,,,,,
d6736bf3894f8da867e935f8dfcc888d,E156176C-3805-4486-AEB7-6A5C034219BE,,8207A93C-257A-444A-A75B-D8A855FB175D,,Organic,1,1600692883,Organic,,,,,,1600649227
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692912,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692914,SC RE,VIP_Baloot_I_M_RE,,,,,
74db54101daa5832ca5e113703b71bdd,4E5FC002-53F9-4492-9277-6EEB881DE3AB,,BE8A0977-8376-4150-B344-840946C3A90A,,Organic,1,1600692884,Organic,,,,,,1600684092
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692913,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692913,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692915,SC RE,VIP_Baloot_I_M_RE,,,,,
626bae6fafa4f6a36e0e100857bad56e,81A6997C-9E42-44CD-A38C-36D54857C268,,469A4FB8-342D-4FFF-943D-B8EBC081C192,,Apple Search Ads::Baloot - SA (264531852)::Exact Match (264531755)::لعبة بلوت (264608474),0,1600688945,Apple Search Ads,Baloot - SA (264531852),Exact Match (264531755),لعبة بلوت (264608474),,,1600527088
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692915,SC RE,VIP_Baloot_I_M_RE,,,,,
34254eb22fbb3231b12ba048781fff23,5741646A-2EF6-4746-83D7-F4FF78BAF312,,8D045463-B1C3-48DF-B489-FFDA9B109A0F,,Organic,1,1600692885,Organic,,,,,,1600616979
4204f3072c4a61ee618f94ee11feb268,,,,f7cf1828-2585-44f3-b6e7-e7ca65e09e2b,Organic,1,1600692885,Organic,,,,,,1600654863
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692915,SC RE,VIP_Baloot_I_M_RE,,,,,
7a4d46f27c3743232d1edf4220d101da,A8E07567-9048-4D56-9456-2BB214FBB5FE,,6BD54348-E226-4698-8C2E-3193954C355D,,Snapchat Installs::VIP Baloot (08af12f4-e7da-4cca-ad84-0e9f1d981798)::iOS_1399_SAXX_XX_Broad (562c2c4a-afcb-4f39-b2f5-482354cc4807)::Ziyad (1) - iOS (4601baa8-f28a-4b41-9e88-7cbc3e5ef3fd),0,1600692886,Snapchat Installs,VIP Baloot (08af12f4-e7da-4cca-ad84-0e9f1d981798),iOS_1399_SAXX_XX_Broad (562c2c4a-afcb-4f39-b2f5-482354cc4807),Ziyad (1) - iOS (4601baa8-f28a-4b41-9e88-7cbc3e5ef3fd),,,1600615649
32b1f9dac9c5ae8815796679f9415b94,E07E2AC0-37C0-4773-B349-9B7EB8DEA30D,,632C8250-5004-4DE8-AB55-0612E0270664,,Organic,1,1600692887,Organic,,,,,,1600602847
ee6b29e21b0f6caec5e7882ac8051e06,2A1DD0BD-7C20-4CA5-BB6F-B612637C3946,,DC7605A9-B1DD-4F78-A803-18826FC6457E,,Organic,1,1600692887,Organic,,,,,,1600627797
c274e59dad312d6998b36540a89e7948,57299B01-3853-46BB-9848-9F2BCB49038A,,55C97A98-5AD0-423D-BD00-B0DACD175646,,Imported Devices,0,1600692887,Imported Devices,,,,,,1600551851
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692918,SC RE,VIP_Baloot_I_M_RE,,,,,
eb667084666bfd7942ccaecf665ac7c9,03256AA6-CF0E-4453-84FF-52568F9A97E6,,7A3FF3A5-DB38-4FD5-9A59-CDCB40D0A5CA,,Organic,1,1600692888,Organic,,,,,,1600680590
c6c77242315af9577f30cfdf3d1a4ce4,,,,c61165e6-ca46-4ce2-97c6-24e21422fcd8,Organic,1,1600692888,Organic,,,,,,1600661498
d795d25d2a72561508f81df40e10183f,FCCDEDC3-7C87-496E-AED5-164C73135B0B,,640D4EB3-8DE1-4A35-8EA9-F0943A51CE2A,,Apple Search Ads::Baloot - KSA (376267059)::Brand (376369782)::بلوت vip (376369823),0,1600692889,Apple Search Ads,Baloot - KSA (376267059),Brand (376369782),بلوت vip (376369823),,,1600635887
6317b8b424964f9cffe7a41d381e4945,33393908-C83F-4564-BF13-29D2BD2B9555,,75E9236E-B0DF-4129-9286-93C440B6B5A0,,Snapchat Installs::VIP Baloot_I_Both_LA (8b5b03f7-218a-4d69-93d9-06b3884019bc)::1399_SAXX_XX_AppInstall(Reach) (eccc3308-80bf-4f80-89e9-9cb424fc4eec)::VIP Baloot - BG&Cards - IOS (ef7cd84c-31bf-4b38-ba67-1966a71609f3),0,1600692889,Snapchat Installs,VIP Baloot_I_Both_LA (8b5b03f7-218a-4d69-93d9-06b3884019bc),1399_SAXX_XX_AppInstall(Reach) (eccc3308-80bf-4f80-89e9-9cb424fc4eec),VIP Baloot - BG&Cards - IOS (ef7cd84c-31bf-4b38-ba67-1966a71609f3),,,1600688289
d2b546ee8f574e7c66068f74270b09ce,63AB94A3-090A-4140-AD0A-2999C3A803C6,,33F8DD32-C28E-4D93-920E-C75CF59624FB,,Organic,1,1600692890,Organic,,,,,,1600634372
3645500ad632bc11770226e332f9216b,C08D6506-5143-4C57-A58E-EFFA1B369413,,C796330A-16E5-4B9A-B593-29AC3FED27D9,,Organic,1,1600692891,Organic,,,,,,1600666515
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692920,SC RE,VIP_Baloot_I_M_RE,,,,,
631a96697b7fe72eaa49a28d5b84fd65,45F0B4DE-070D-4CF2-A2FE-FD232AEF1A9A,,C1F3E5F0-8A09-4C1E-BC78-8F92166E8D1B,,Google Ads UAC::VIP Baloot - iOS - KSA - App Installs - 1$ Bid - 2019 - August01 (2084874613)::Display,0,1599709698,Google Ads UAC,VIP Baloot - iOS - KSA - App Installs - 1$ Bid - 2019 - August01 (2084874613),Display,,,,1597031923
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692921,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692922,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692921,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692922,SC RE,VIP_Baloot_I_M_RE,,,,,
622c82133cd1da7dfe24a7718a07de39,,,,ced652f7-0e2e-416e-9f46-717156d87e40,Organic,1,1600692892,Organic,,,,,,1600638357
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692923,SC RE,VIP_Baloot_I_M_RE,,,,,
d429404e2fd5da22d69fc7b4d1d73efa,307A9D01-2E52-4418-BEAB-7E3A4813707E,,CB243C03-3F87-42D9-A012-4957BA19D967,,Organic,1,1600692892,Organic,,,,,,1600685479
68369efbf36abc3695cd1617c6af13fa,4ACECC3A-DAF5-4714-AD59-9DA22B047D2B,,5643A85B-4D57-4E9C-AF13-519CA2FB3A85,,Apple Search Ads::VIP Baloot_I_Both_GCC_RT (445351422)::1399_GCCXX_XX_RU (445455484)::بالوت (445458399),0,1600692893,Apple Search Ads,VIP Baloot_I_Both_GCC_RT (445351422),1399_GCCXX_XX_RU (445455484),بالوت (445458399),,,1600683638
b9fd3686a57393e4481778f9f0ba0d5d,690E5A49-13BB-47BB-B755-A712988516EE,,BEFE4D2B-794C-4E1D-9613-9402EB39D41A,,Organic,1,1600692894,Organic,,,,,,1600684981
905ee6763b3ea97a7c4f4911bd3b2450,3F566428-2BE5-4639-B71C-E71BD34A60D8,,3930660B-9A92-4EC1-9FEC-72EF61EDF264,,Organic,1,1600692893,Organic,,,,,,1600686679
13ec208ae64c2f51770a41487588d718,993A249E-17FE-4F73-84ED-72F9817DE317,,E80F8154-55E7-47DF-B54C-6023732EA47D,,Organic,1,1600692894,Organic,,,,,,1600639496
b0d09e18f100ab2d409c3f83909f963b,A10778F6-BAA5-4D4A-8396-93433788121C,,77DD7142-D8CB-4AF4-B432-7D7A5B02C5A9,,Organic,1,1600692895,Organic,,,,,,1600601686
e831e568453f14a3ddd78fe1901d9897,,,,e481578b-4921-4fb2-a8a9-0c12fe4c779d,Organic,1,1600692895,Organic,,,,,,1600684761
f43baca03726e07cd3ba48ce87d3ad61,,,,f6d22426-b7d7-42a4-bece-8d0acc762e53,Google Ads UAC::VIP Baloot_A_SAXX_V3_30/August - $60.00 (10993508561)::Search::GoogleSearch,0,1600692894,Google Ads UAC,VIP Baloot_A_SAXX_V3_30/August - $60.00 (10993508561),Search,GoogleSearch,,,1600646552
a7c470e3bf367e166f8a6a8448168db6,,,,75b55f0e-4c19-4892-966c-62078499df5d,Organic,1,1600692893,Organic,,,,,,1600688912
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692924,SC RE,VIP_Baloot_I_M_RE,,,,,
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692924,SC RE,VIP_Baloot_I_M_RE,,,,,
a9457304d9202ad6023ddad52a396be5,FB684945-87F0-4237-B2E9-903F27241D0B,,2429467E-B7E2-4F0C-B765-D91E2D33E119,,Organic,1,1600692896,Organic,,,,,,1600635949
,,,,,SC RE::VIP_Baloot_I_M_RE,,1600692926,SC RE,VIP_Baloot_I_M_RE,,,,,
